VOTER_ID,LAST_NAME,FIRST_NAME,MIDDLE_NAME,SUFFIX,GENDER,DATE_OF_BIRTH,REGISTRATION_DATE,PARTY,STATUS,HOUSE_NUMBER,STREET_NAME,APT,CITY,STATE,ZIP,COUNTY,PRECINCT,CONGRESSIONAL_DISTRICT,STATE_SENATE_DISTRICT,STATE_HOUSE_DISTRICT,PROPENSITY_SCORE
707862900,Edwards,Alexander,G,III,M,1972-05-19,1993-01-07,DEM,A,7886,Spring Dr,,Sterling,VA,20166,Loudoun County,584,VA-10,39,44,20
419952703,Robinson,George,K,,M,1948-12-16,1996-12-09,REP,A,5320,Center Ave,,Lorton,VA,22079,Fairfax County,542,VA-10,33,46,24
555031725,Nelson,Christine,F,,F,1946-05-01,1980-01-16,REP,A,8296,Front Ave,,Sterling,VA,20166,Loudoun County,947,VA-08,33,87,12
891285408,White,Karen,,,F,1968-01-11,2014-12-14,DEM,A,4026,Hill Way,Apt 423,Arlington,VA,22201,Arlington County,618,VA-08,37,46,1
987736032,Evans,Susan,L,,F,1993-02-03,2018-11-22,NPA,A,7526,Walnut St,,Lorton,VA,22079,Fairfax County,372,VA-08,36,40,63
984858711,White,Edward,M,,M,1977-10-20,2005-01-25,REP,A,9250,Broad Cir,Apt 290,Alexandria,VA,22301,Alexandria City,834,VA-11,32,35,40
464188244,Lopez,Edward,Jo,,M,1932-05-28,1993-06-27,DEM,A,7488,Front Dr,,McLean,VA,22106,Fairfax County,810,VA-10,32,44,97
591515743,Rivera,Kenneth,Sue,,M,1962-03-01,2008-02-08,REP,I,8279,Center Ln,#8,Arlington,VA,22203,Arlington County,549,VA-10,39,44,44
453719460,Thompson,Joseph,F,,M,1965-04-03,2020-06-14,REP,A,8435,Market Ln,Apt 994,Reston,VA,20194,Fairfax County,490,VA-11,32,47,92
554268579,Campbell,Dorothy,J,,F,1935-11-26,1995-05-21,DEM,A,1258,Sunset Cir,,Burke,VA,22015,Fairfax County,336,VA-08,30,40,16
588550540,Lopez,Helen,Sue,,F,1940-01-21,2016-01-21,LIB,A,3773,Broad Rd,,Burke,VA,22015,Fairfax County,914,VA-10,36,36,91
841592991,Murphy,Carol,M,,F,1952-02-10,2024-03-11,DEM,A,7207,Sunset St,Apt 690,Springfield,VA,22150,Fairfax County,377,VA-11,36,87,73
878048553,Garcia,Michelle,J,,F,1930-04-08,1980-01-16,DEM,A,3183,Center St,#44,Alexandria,VA,22314,Alexandria City,468,VA-08,31,43,77
603012918,Rivera,Sandra,D,Sr,F,1931-08-05,2021-09-17,NPA,A,4488,School Ct,Apt 135,Burke,VA,22015,Fairfax County,676,VA-08,32,43,73
262326542,Parker,Rebecca,Jean,Jr,F,1949-11-15,1988-08-03,DEM,A,8011,Pine Rd,#45,Annandale,VA,22003,Fairfax County,267,VA-10,33,40,56
265673777,Brown,Alexander,,,M,1943-02-24,2024-10-11,DEM,A,787,Meadow Ave,,Falls Church,VA,22046,Falls Church City,452,VA-11,34,48,76
957995699,Edwards,Joseph,N,,M,1982-01-04,2011-01-02,DEM,A,4798,Meadow Rd,,Manassas,VA,20110,Manassas City,753,VA-08,39,47,79
218586088,Stewart,Stephanie,Marie,,F,1973-01-05,2003-07-20,REP,A,2506,Walnut Ct,#4,Leesburg,VA,20177,Loudoun County,999,VA-11,37,45,89
727391402,Green,Kimberly,Lynn,,F,1935-11-30,1981-03-11,REP,I,9478,Cherry St,,Woodbridge,VA,22193,Prince William County,993,VA-10,34,43,67
147977445,Cook,Rachel,,,F,1949-03-15,2015-05-18,NPA,A,7599,Pine Way,,Herndon,VA,20171,Fairfax County,477,VA-08,32,67,37
671079725,Lewis,Pamela,Ray,,F,1989-11-07,2009-12-23,DEM,A,7471,Chestnut Pl,,Herndon,VA,20171,Fairfax County,299,VA-10,36,41,90
448126205,Parker,Donald,,,M,1997-11-07,2018-08-05,DEM,A,8152,Center St,#25,Chantilly,VA,20151,Fairfax County,185,VA-10,34,36,11
729398143,Gonzalez,Michael,S,IV,M,2004-05-01,2024-10-06,DEM,A,6408,Cedar Ln,,Leesburg,VA,20177,Loudoun County,717,VA-08,36,41,91
326398655,Torres,Joshua,Jo,,M,1939-11-22,2014-11-24,NPA,A,6216,Sunset Rd,#33,Vienna,VA,22180,Fairfax County,787,VA-08,30,48,96
307222353,Perez,Debra,T,,F,1963-05-06,2010-09-16,DEM,A,3550,Valley Cir,,Burke,VA,22015,Fairfax County,309,VA-10,30,34,67
587399464,Moore,Dennis,Lynn,,M,1940-11-10,1997-03-14,DEM,A,8190,Mill St,Apt 3,McLean,VA,22101,Fairfax County,403,VA-11,36,37,87
465933326,Ramirez,Kenneth,Jo,,M,1944-12-14,2016-07-01,NPA,A,6022,Meadow St,#4,Woodbridge,VA,22194,Prince William County,568,VA-10,35,34,39
209336534,Turner,Shirley,S,,F,2005-11-14,2024-03-25,GRN,A,9585,Cedar Ave,,Falls Church,VA,22044,Falls Church City,751,VA-08,30,48,5
747820107,Edwards,Andrew,Rose,,M,1941-11-13,2006-11-19,REP,A,273,Valley Ct,,McLean,VA,22106,Fairfax County,250,VA-10,39,44,59
484277885,Nguyen,Eric,K,,M,1959-09-17,1981-11-25,NPA,A,3301,Washington Dr,,Lorton,VA,22079,Fairfax County,879,VA-11,35,86,57
240439719,Lewis,Andrew,N,III,M,1975-01-23,1994-05-02,NPA,A,4754,Elm Dr,,Vienna,VA,22180,Fairfax County,683,VA-08,33,34,18
351668540,White,Rachel,Lee,IV,F,1983-11-22,2011-12-21,DEM,A,8873,Park Rd,,Arlington,VA,22204,Arlington County,528,VA-11,37,40,73
394704072,Torres,Deborah,L,,F,1961-10-09,1986-08-09,DEM,A,4934,Valley Way,,Herndon,VA,20170,Fairfax County,889,VA-10,36,48,47
301698698,Rivera,Dennis,T,,M,1967-05-25,2021-11-20,NPA,A,6747,Market Cir,Apt 440,Centreville,VA,20121,Fairfax County,926,VA-08,33,40,47
427110579,Lewis,Margaret,,II,F,1932-07-10,1982-06-20,REP,A,5106,Cherry St,,Sterling,VA,20164,Loudoun County,653,VA-10,36,46,76
594140885,Evans,Robert,,,M,1952-04-11,1976-03-27,REP,A,3473,Lake Ln,,Chantilly,VA,20152,Fairfax County,158,VA-08,32,44,86
308739262,Adams,Andrew,,,M,1967-07-20,2012-07-01,REP,A,4181,Elm Cir,,Reston,VA,20191,Fairfax County,391,VA-10,30,41,89
431060640,Rivera,Jessica,J,,F,1988-09-05,2016-05-07,REP,A,9085,Chestnut Dr,,Fairfax,VA,22032,Fairfax County,842,VA-08,30,87,10
541411867,Roberts,Michael,Rose,,M,1960-07-10,1999-05-27,IND,A,362,Spring St,,Vienna,VA,22180,Fairfax County,413,VA-08,32,39,4
452928046,Rivera,Susan,L,,F,1941-11-04,1999-02-06,GRN,A,5540,Elm Blvd,,Chantilly,VA,20151,Fairfax County,250,VA-11,37,46,51
316252684,Turner,Eric,Jo,,M,1932-04-27,1999-09-21,NPA,A,3472,Sunset St,,Burke,VA,22015,Fairfax County,439,VA-10,39,44,18
731691986,Harris,Stephanie,L,Jr,F,1985-08-05,2014-05-02,REP,A,7997,Main Ct,,Lorton,VA,22079,Fairfax County,598,VA-08,39,39,26
186273351,Cook,Timothy,L,,M,1984-05-10,2017-08-21,REP,A,8105,Broad Blvd,,Leesburg,VA,20177,Loudoun County,733,VA-10,30,45,63
106893748,Taylor,Jason,Marie,Sr,M,1997-12-04,2024-12-10,DEM,A,6843,Lincoln Ave,,Chantilly,VA,20152,Fairfax County,624,VA-11,33,46,70
144946135,Roberts,William,Jo,Sr,M,1982-12-02,2012-12-07,REP,A,2990,Mill Rd,,Lorton,VA,22079,Fairfax County,381,VA-10,33,39,20
836785419,Hill,Timothy,W,Jr,M,1989-06-22,2020-07-22,IND,A,6174,Chestnut Blvd,,Lorton,VA,22079,Fairfax County,666,VA-11,30,45,87
196026681,Gonzalez,Christine,A,,F,1931-11-21,2002-04-26,REP,A,7379,Lake Cir,Apt 109,Arlington,VA,22206,Arlington County,256,VA-10,31,46,29
101802268,Cook,Christopher,Lee,,M,1964-04-22,2014-04-05,NPA,A,2116,Chestnut Rd,,Springfield,VA,22153,Fairfax County,815,VA-08,31,44,38
854804871,Ramirez,Timothy,Lee,,M,1945-09-24,2023-12-22,REP,A,1846,River St,,Sterling,VA,20164,Loudoun County,343,VA-10,37,38,60
270932417,Hall,Angela,H,,F,2002-09-02,2023-07-16,DEM,A,4875,Walnut Ct,,Vienna,VA,22181,Fairfax County,333,VA-11,30,39,86
653444307,Baker,Sharon,,,F,1979-07-20,2000-03-22,REP,A,4737,Park Dr,,Leesburg,VA,20177,Loudoun County,225,VA-11,30,43,46
977744045,Green,Karen,Mae,,F,1933-03-02,1991-08-11,LIB,A,5059,Walnut Cir,,Chantilly,VA,20152,Fairfax County,717,VA-11,36,42,63
806693247,Parker,Eric,H,,M,1944-04-02,2023-10-01,DEM,A,9188,Valley Blvd,,Reston,VA,20190,Fairfax County,421,VA-11,34,35,8
848186455,Morris,Eric,Ann,II,M,1985-03-13,2015-12-11,REP,A,8663,Front Blvd,Apt 662,Manassas,VA,20110,Manassas City,203,VA-08,33,38,30
946911070,Nelson,Pamela,L,,F,1948-06-10,2008-11-26,DEM,A,9989,Lake Ave,,Chantilly,VA,20151,Fairfax County,961,VA-10,31,45,91
111483320,Nguyen,Kathleen,J,,F,1930-12-18,2016-01-28,REP,A,2437,River Cir,Apt 986,Herndon,VA,20170,Fairfax County,639,VA-10,37,39,44
790387684,Young,Jacob,H,,M,1930-11-12,1987-01-23,REP,A,7062,Walnut Way,,Alexandria,VA,22314,Alexandria City,990,VA-11,37,39,67
614639071,Thompson,Linda,A,IV,F,1987-06-18,2011-09-11,REP,A,184,Mill Rd,,Centreville,VA,20120,Fairfax County,773,VA-08,39,53,90
781264701,Young,Edward,,,M,1970-07-24,2010-07-06,DEM,A,1897,Cedar St,,Chantilly,VA,20151,Fairfax County,130,VA-11,35,47,98
895956334,Williams,Ronald,W,,M,1947-08-07,1971-08-02,REP,A,934,River Ct,Apt 830,Vienna,VA,22180,Fairfax County,435,VA-10,37,35,51
701666987,Adams,Ashley,W,,F,2003-07-16,2021-06-28,REP,A,9960,Cedar St,,Falls Church,VA,22042,Falls Church City,437,VA-08,31,67,62
672911909,Rivera,Samantha,H,,F,1937-09-05,2007-08-04,DEM,I,458,Elm Cir,,Leesburg,VA,20177,Loudoun County,509,VA-08,33,46,50
908417746,Cook,Paul,J,,M,1935-11-25,1992-05-04,REP,I,2003,Main Blvd,,Vienna,VA,22182,Fairfax County,618,VA-10,32,47,90
682365530,Campbell,Patrick,Sue,,M,1947-09-03,1978-05-29,DEM,A,7626,Elm Rd,#22,Manassas,VA,20109,Manassas City,340,VA-10,32,39,82
191057929,Rodriguez,Matthew,,III,M,1985-03-25,2009-11-23,REP,A,2631,Lake St,,Burke,VA,22015,Fairfax County,910,VA-08,31,67,30
549532354,Ramirez,Daniel,Ray,IV,M,1952-12-13,2008-02-25,DEM,A,4802,Mill Ave,,Herndon,VA,20171,Fairfax County,641,VA-08,32,38,32
499092905,Wright,Anna,R,,F,1939-10-25,2007-11-05,DEM,A,3693,Walnut Ave,,Leesburg,VA,20177,Loudoun County,158,VA-10,32,37,6
234360915,Parker,Jacob,L,,M,1947-07-07,1982-09-04,NPA,A,1362,Main Cir,,Fairfax,VA,22042,Fairfax County,372,VA-11,39,43,47
747670508,Sanchez,Mark,M,II,M,2006-02-09,2024-12-20,NPA,A,5231,Broad Ct,,Woodbridge,VA,22194,Prince William County,663,VA-10,31,37,8
140166847,Hernandez,Andrew,G,,M,1956-11-01,1974-12-26,DEM,A,9138,Washington St,,Annandale,VA,22003,Fairfax County,197,VA-08,30,44,9
173188220,Stewart,Elizabeth,F,,F,1956-12-14,1986-08-21,REP,I,8559,Cherry Cir,,Reston,VA,20194,Fairfax County,672,VA-10,34,45,62
596367839,Jones,Elizabeth,M,,F,1962-08-31,2002-12-20,DEM,A,2131,Highland Pl,,Woodbridge,VA,22192,Prince William County,769,VA-11,32,48,37
420336702,Adams,Cynthia,,,F,1939-04-03,1979-09-21,DEM,A,3368,River Blvd,,Chantilly,VA,20152,Fairfax County,837,VA-08,34,48,4
234987818,Wilson,Shirley,T,,F,1935-02-17,2008-06-12,LIB,A,2795,Washington Blvd,Apt 650,Burke,VA,22015,Fairfax County,926,VA-10,36,34,56
682469521,Wilson,Robert,N,,M,1998-03-27,2022-09-27,GRN,A,5803,Washington Dr,#34,Chantilly,VA,20151,Fairfax County,155,VA-08,34,43,50
952283874,Cook,Jessica,M,,F,1983-07-11,2008-12-08,DEM,A,8992,Spring Ct,,Ashburn,VA,20147,Loudoun County,749,VA-08,31,37,9
989648687,White,Mary,R,Sr,F,1965-05-18,2022-06-16,DEM,A,6894,Chestnut Dr,,Springfield,VA,22152,Fairfax County,100,VA-08,35,53,82
379687972,Harris,Benjamin,M,,M,1969-09-22,1994-02-08,REP,A,1731,Walnut Rd,,Lorton,VA,22079,Fairfax County,748,VA-08,35,40,9
675476417,Green,Charles,B,III,M,1942-02-26,2011-03-11,NPA,A,2423,Park Ln,,Falls Church,VA,22041,Falls Church City,853,VA-10,31,49,80
501537013,Collins,Anthony,Jean,,M,1956-01-16,2003-05-21,DEM,A,1467,Cherry Rd,#41,Herndon,VA,20170,Fairfax County,258,VA-11,34,48,75
911964858,Hernandez,Jeffrey,C,Sr,M,1961-10-28,2015-10-07,DEM,A,6625,Main Ave,#21,Annandale,VA,22003,Fairfax County,353,VA-08,33,45,37
763547759,Gonzalez,Betty,D,Jr,F,1992-01-24,2016-02-27,REP,A,2133,Valley Rd,,Lorton,VA,22079,Fairfax County,490,VA-10,30,86,99
401229255,Rodriguez,James,G,,M,1984-04-25,2009-08-20,IND,I,6143,Market Way,Apt 330,Fairfax,VA,22041,Fairfax County,140,VA-08,30,43,8
514008800,Garcia,Sandra,T,,F,1939-06-30,2020-02-09,DEM,A,3473,Walnut Ave,#29,McLean,VA,22106,Fairfax County,403,VA-10,36,40,49
335771983,Sanchez,Jerry,N,,M,1964-08-04,1989-05-14,REP,A,2513,Valley Ave,,Annandale,VA,22003,Fairfax County,824,VA-08,37,53,45
737808176,Jones,Ashley,G,,F,1957-11-14,2011-04-18,REP,A,1759,Lake Ln,,Chantilly,VA,20152,Fairfax County,454,VA-11,34,34,9
847116094,Collins,Gary,S,Jr,M,1943-01-24,1971-07-24,REP,A,4862,Market Dr,,Sterling,VA,20166,Loudoun County,311,VA-10,35,48,49
769794920,Garcia,Jack,N,,M,1942-05-21,2018-11-20,NPA,A,4446,Front Blvd,,Woodbridge,VA,22192,Prince William County,744,VA-08,30,86,52
741065526,Jackson,Amy,E,,F,1930-08-21,1973-09-03,REP,A,9816,Cedar St,,Vienna,VA,22181,Fairfax County,600,VA-10,32,45,88
707281100,Stewart,Debra,Lee,III,F,1946-12-16,1987-11-25,DEM,A,6920,Sunset Dr,,Springfield,VA,22151,Fairfax County,882,VA-10,36,37,14
172093245,Sanchez,Sarah,A,,F,1995-08-24,2014-03-22,DEM,A,4526,Market Ave,,Fairfax,VA,22031,Fairfax County,597,VA-11,35,35,12
404322294,Miller,Eric,S,,M,1942-08-31,1972-03-18,DEM,A,6501,Oak Ave,,Leesburg,VA,20176,Loudoun County,338,VA-10,37,87,12
867921183,Nguyen,Mary,Marie,,F,1985-01-22,2023-05-15,DEM,I,7766,School Pl,,Centreville,VA,20120,Fairfax County,688,VA-08,35,53,39
928653076,Jones,Stephanie,,,F,1989-11-07,2021-10-12,DEM,A,8406,Lincoln Way,#47,Reston,VA,20194,Fairfax County,699,VA-10,31,35,3
832679764,Morris,Richard,M,,M,1982-02-02,2002-10-11,REP,A,713,Center Ave,Apt 748,Springfield,VA,22150,Fairfax County,125,VA-08,37,46,13
801402523,Parker,Betty,P,III,F,1989-09-14,2014-11-24,REP,A,1200,Valley Ct,,Centreville,VA,20120,Fairfax County,228,VA-10,31,37,50
119429209,Gonzalez,Kimberly,Ray,,F,1946-04-15,2019-01-30,NPA,A,3960,Forest Ave,,Burke,VA,22015,Fairfax County,151,VA-10,31,67,48
805008454,Harris,Heather,J,,F,1983-10-09,2007-03-08,IND,A,2033,School Cir,,Falls Church,VA,22044,Falls Church City,456,VA-08,33,41,9
659414065,Rivera,Gary,Lynn,,M,1985-06-04,2024-02-12,DEM,A,4101,Meadow Ln,Apt 237,Centreville,VA,20121,Fairfax County,205,VA-10,37,42,8
332512511,White,Joseph,K,,M,1959-12-24,2016-07-02,DEM,A,448,Forest St,,Woodbridge,VA,22191,Prince William County,510,VA-10,36,49,2
191844510,Turner,Sharon,D,,F,1999-07-18,2024-08-08,NPA,A,7044,Highland Cir,,Annandale,VA,22003,Fairfax County,773,VA-08,30,42,80
722652915,Torres,Carol,Mae,,F,1964-07-04,1994-01-21,REP,A,2136,Park Cir,,Springfield,VA,22150,Fairfax County,377,VA-08,37,34,47
941241446,Rivera,Michael,T,,M,1931-12-14,2001-09-13,DEM,A,9939,Lake Blvd,,Ashburn,VA,20147,Loudoun County,281,VA-08,33,44,57
346706467,Parker,Timothy,C,,M,1977-11-29,1998-07-09,REP,A,9363,Meadow Cir,,Fairfax,VA,22042,Fairfax County,918,VA-08,37,53,52
735094668,Murphy,Jerry,Jo,III,M,1946-11-07,1993-05-08,REP,A,5242,Cedar Ave,,Annandale,VA,22003,Fairfax County,397,VA-11,33,39,88
974012076,Mitchell,William,Lynn,,M,1981-11-19,2019-03-05,REP,A,7916,Walnut Rd,Apt 968,Lorton,VA,22079,Fairfax County,912,VA-08,35,48,38
228785230,King,Jason,W,III,M,1969-02-20,2002-07-31,REP,A,2042,Park Ln,,Annandale,VA,22003,Fairfax County,344,VA-11,31,41,67
103433519,Collins,Elizabeth,J,,F,1943-07-01,1977-02-03,REP,A,1318,Church Rd,,McLean,VA,22106,Fairfax County,915,VA-08,36,37,93
542384762,Lopez,Alexander,C,,M,1962-11-11,2014-02-12,REP,A,5813,Forest Way,,Sterling,VA,20164,Loudoun County,534,VA-11,37,49,80
524693118,Allen,Emily,P,,F,1936-10-14,1998-12-30,REP,A,6837,River Pl,,Springfield,VA,22152,Fairfax County,147,VA-11,33,44,64
941871156,Murphy,Lisa,Jean,,F,1981-04-21,2023-10-21,NPA,A,691,Center St,,McLean,VA,22101,Fairfax County,967,VA-08,32,43,30
526649827,Stewart,Jack,W,,M,1938-02-07,2015-04-06,REP,A,341,Cherry Way,,Lorton,VA,22079,Fairfax County,739,VA-10,35,47,51
652366203,Torres,Kathleen,G,,F,1971-03-15,2017-04-04,NPA,A,9289,Elm Dr,Apt 569,Fairfax,VA,22033,Fairfax County,412,VA-10,37,53,72
606924290,Ramirez,Richard,E,,M,1945-01-07,1984-07-17,REP,I,2090,Elm Dr,,Leesburg,VA,20177,Loudoun County,167,VA-08,39,49,14
291475293,King,Christopher,,,M,1969-08-02,1995-01-15,REP,A,1198,Main Ln,,Herndon,VA,20171,Fairfax County,287,VA-10,31,35,62
637273677,Nguyen,Eric,Rose,,M,2002-10-31,2023-05-23,NPA,I,3529,Elm St,,Springfield,VA,22153,Fairfax County,292,VA-08,32,49,87
113952742,Roberts,Deborah,Rose,Jr,F,1974-06-09,2015-06-01,REP,A,3604,Elm Ln,,Burke,VA,22015,Fairfax County,977,VA-11,34,37,56
999491426,Walker,Katherine,Mae,,F,1961-05-21,1984-02-19,REP,A,7813,College Pl,,Sterling,VA,20164,Loudoun County,910,VA-10,30,87,89
305177088,Evans,Matthew,K,,M,1939-03-30,2009-10-12,REP,A,3355,Walnut Way,Apt 766,Arlington,VA,22205,Arlington County,144,VA-11,35,37,34
334349438,Brown,Joshua,Rose,,M,1951-05-23,1982-08-07,DEM,A,6882,Lake Dr,,Sterling,VA,20165,Loudoun County,547,VA-10,31,49,36
590104812,Nelson,Eric,M,Jr,M,1946-08-28,2022-08-24,NPA,A,9336,River Cir,Apt 608,Burke,VA,22015,Fairfax County,250,VA-08,36,49,33
423499443,Sanchez,Janet,,,F,1961-07-11,2009-04-24,NPA,A,5018,Oak Dr,,Manassas,VA,20111,Manassas City,916,VA-10,34,86,40
729673300,Ramirez,Anthony,F,,M,1948-12-16,2019-10-28,DEM,A,7920,Elm Blvd,,Centreville,VA,20120,Fairfax County,737,VA-11,36,48,71
819616320,Thomas,Jerry,Jean,,M,1972-09-13,1990-01-27,DEM,A,3869,Pine Pl,#28,Chantilly,VA,20151,Fairfax County,715,VA-10,32,47,15
859741828,Ramirez,Joshua,T,,M,2006-08-19,2024-09-14,GRN,A,5589,Center Way,,Centreville,VA,20121,Fairfax County,368,VA-10,31,38,1
980989747,Brown,Sharon,,,F,1934-03-04,2013-12-04,REP,A,920,School Cir,,Woodbridge,VA,22193,Prince William County,640,VA-11,34,39,29
239336198,Lee,William,Jean,,M,1947-11-08,1979-01-27,REP,A,5634,Front Ln,,Chantilly,VA,20151,Fairfax County,516,VA-08,33,86,26
906797157,Anderson,Susan,R,,F,1970-04-24,1990-11-10,DEM,A,9732,Spring Cir,,Annandale,VA,22003,Fairfax County,905,VA-10,35,45,82
813216442,Harris,Ashley,J,,F,2006-03-05,2024-02-19,DEM,A,3562,Cedar Cir,Apt 906,Chantilly,VA,20151,Fairfax County,786,VA-10,33,47,90
518049981,Wright,Angela,Mae,,F,1980-09-10,2018-10-23,REP,A,2671,Front Rd,#33,Annandale,VA,22003,Fairfax County,672,VA-11,31,46,58
879570659,Robinson,Christopher,Jean,,M,1951-08-30,1987-12-04,DEM,A,4900,Maple St,#19,Burke,VA,22015,Fairfax County,497,VA-08,32,48,50
868623785,Roberts,Janet,C,,F,1980-09-18,2017-09-27,NPA,A,1797,Pine Ln,Apt 163,Lorton,VA,22079,Fairfax County,225,VA-10,35,38,91
482790534,Rivera,Kathleen,,,F,1948-12-21,1981-07-14,DEM,A,6395,Hill Dr,,Herndon,VA,20171,Fairfax County,529,VA-08,34,45,72
205516863,Edwards,Jack,R,,M,1975-12-07,1994-06-23,DEM,I,5498,Meadow Ave,,Chantilly,VA,20151,Fairfax County,910,VA-10,39,41,24
275160446,Walker,Matthew,H,,M,1939-09-01,1987-09-17,REP,A,9756,Washington Cir,#5,Falls Church,VA,22046,Falls Church City,717,VA-11,33,86,81
880039389,Martin,Debra,G,,F,1972-11-22,2020-10-25,NPA,A,3271,Lincoln Ave,,Ashburn,VA,20147,Loudoun County,945,VA-11,37,37,68
701265633,White,Michelle,K,,F,1971-07-01,2022-06-06,DEM,A,5146,Spring Cir,#13,Burke,VA,22015,Fairfax County,706,VA-10,32,48,77
977579923,Allen,Brandon,,,M,1942-02-08,1991-10-25,REP,I,7959,Cherry Cir,,Reston,VA,20191,Fairfax County,167,VA-08,34,87,59
938150211,Roberts,Jerry,E,,M,1975-08-17,2002-08-21,DEM,A,7773,Lake Pl,,Reston,VA,20191,Fairfax County,549,VA-11,30,38,12
259218523,Cook,Larry,,IV,M,1953-02-07,2009-08-30,REP,A,7493,School Rd,,Springfield,VA,22153,Fairfax County,678,VA-11,36,34,40
545740154,Wright,John,C,,M,1998-06-28,2016-10-10,DEM,A,3870,Chestnut Dr,,Burke,VA,22015,Fairfax County,533,VA-10,30,38,88
944558917,Taylor,Kathleen,H,,F,1931-01-04,2004-02-04,LIB,A,1739,Mill Blvd,,Lorton,VA,22079,Fairfax County,743,VA-11,31,46,88
676306442,Sanchez,Joshua,Jean,,M,1970-01-15,2023-02-19,DEM,A,566,School Pl,#9,Alexandria,VA,22307,Alexandria City,708,VA-10,39,39,16
136749147,Walker,Joshua,,,M,1945-06-15,2018-06-12,DEM,A,7928,Forest Cir,Apt 766,Centreville,VA,20120,Fairfax County,323,VA-11,31,37,72
229147244,Lopez,Matthew,A,,M,1933-05-02,1984-07-10,REP,A,291,Highland Pl,,Chantilly,VA,20152,Fairfax County,773,VA-10,34,67,44
277849781,Martin,Brian,,,M,1999-02-12,2022-08-30,NPA,A,8470,Washington Rd,#41,Reston,VA,20191,Fairfax County,135,VA-11,32,86,86
476247014,Rivera,Dennis,K,II,M,1983-04-14,2013-06-28,GRN,A,4957,River Way,,Arlington,VA,22207,Arlington County,852,VA-11,34,34,7
210649279,Davis,Ronald,K,,M,1985-03-14,2018-01-28,REP,A,276,Broad Ave,,Springfield,VA,22152,Fairfax County,837,VA-10,31,67,74
226136059,Collins,Ashley,,,F,1982-01-30,2004-09-19,DEM,A,4223,Broad Way,,Springfield,VA,22152,Fairfax County,551,VA-08,31,49,24
458375577,Baker,Emma,Jo,,F,1934-06-27,2009-06-30,REP,A,6632,Market Ct,,Woodbridge,VA,22191,Prince William County,305,VA-08,34,47,80
188274038,Parker,Kenneth,Marie,,M,1940-11-23,2006-06-06,DEM,A,3150,Lincoln Ct,,Burke,VA,22015,Fairfax County,855,VA-10,35,39,96
854233642,Scott,Donald,K,,M,1932-09-10,1990-02-20,DEM,A,3800,Valley Dr,,McLean,VA,22101,Fairfax County,197,VA-10,36,67,55
611773745,Murphy,Richard,,II,M,1969-02-23,2023-03-19,NPA,A,5807,Walnut Way,,McLean,VA,22106,Fairfax County,590,VA-10,37,49,59
367146461,Thompson,Gregory,E,,M,2001-05-10,2019-04-23,REP,A,2284,River Dr,#50,Manassas,VA,20111,Manassas City,553,VA-11,39,47,14
302381105,Johnson,Daniel,,,M,1971-02-15,1993-03-23,DEM,A,6777,River Pl,,Chantilly,VA,20152,Fairfax County,245,VA-08,36,42,50
484744683,Wilson,Jonathan,Lynn,,M,1948-11-03,2003-07-27,REP,A,7320,Walnut Rd,#31,Sterling,VA,20164,Loudoun County,809,VA-08,39,37,81
125591724,Garcia,Eric,Lee,Sr,M,2001-10-22,2024-12-18,DEM,A,9051,Broad Dr,,Leesburg,VA,20176,Loudoun County,446,VA-10,36,46,8
631797707,Harris,Helen,Marie,Jr,F,1965-12-17,2014-05-08,DEM,A,782,Washington Ave,Apt 212,Arlington,VA,22213,Arlington County,925,VA-11,30,67,3
582247741,Cook,Robert,Rose,,M,1943-05-29,1970-06-05,NPA,A,5519,Elm Ct,Apt 132,McLean,VA,22106,Fairfax County,702,VA-08,33,87,67
811758502,Green,William,H,,M,1949-09-08,1975-12-20,LIB,A,5463,Elm Ln,#33,Reston,VA,20194,Fairfax County,748,VA-10,34,86,26
169934255,Wilson,Jerry,Lee,,M,2001-01-08,2020-09-17,DEM,A,2975,Mill Pl,,Burke,VA,22015,Fairfax County,762,VA-10,39,36,23
340346197,Campbell,Brandon,L,,M,1976-01-20,2000-06-08,REP,A,196,River St,Apt 148,Falls Church,VA,22042,Falls Church City,230,VA-11,39,36,2
585674703,Taylor,Timothy,L,,M,1931-08-10,1996-11-25,NPA,I,7635,Spring Way,#50,Herndon,VA,20170,Fairfax County,353,VA-10,36,47,46
892921493,Gonzalez,Linda,P,,F,1999-03-22,2024-05-25,REP,A,3054,Valley St,,Chantilly,VA,20152,Fairfax County,349,VA-08,36,86,78
509041030,Cook,Helen,C,,F,1937-02-13,1971-12-05,DEM,A,5531,Center Ave,,Alexandria,VA,22301,Alexandria City,423,VA-10,31,45,62
863868715,Johnson,Jerry,Jean,,M,2003-10-20,2022-01-08,DEM,A,8157,Chestnut Cir,,Woodbridge,VA,22191,Prince William County,251,VA-08,32,87,30
859436678,Flores,Patricia,Jo,,F,1975-05-10,2001-08-13,REP,A,8626,School St,,Leesburg,VA,20176,Loudoun County,134,VA-10,37,47,34
762993351,Gonzalez,Brenda,,,F,1963-02-12,2021-12-21,NPA,A,5320,Center Way,,Woodbridge,VA,22191,Prince William County,313,VA-08,32,45,6
344507704,Collins,Samantha,Ray,,F,1944-01-29,1982-06-12,REP,A,1429,Elm Ave,Apt 167,Vienna,VA,22182,Fairfax County,733,VA-08,31,46,32
